
Param lmweight= 1.0 , insertionPenalty=0.0
lmw 1.0 insw 0.0 UTT-1  <s> one </s>	->	 <s> SIX </s>	(-2189.6140041289477)	[2]
lmw 1.0 insw 5.0 UTT-357	<s> one six six eight eight </s>	->	 <s> SIX SIX OH OH </s>	(-5534.3733327794835)	[4]
lmw 1.0 insw 5.0 UTT-358	<s> two </s>	->	 <s> FIVE </s>	(-1595.328759171934)	[2]
lmw 1.0 insw 5.0 UTT-359	<s> three </s>	->	 <s> OH </s>	(-1791.186088055991)	[2]
lmw 1.0 insw 5.0 UTT-360	<s> four oh </s>	->	 <s> OH </s>	(-2377.322164670363)	[2]
lmw 1.0 insw 5.0 UTT-361	<s> six one three </s>	->	 <s> OH </s>	(-3293.432526912182)	[4]
lmw 1.0 insw 5.0 UTT-362	<s> seven two two six nine five two </s>	->	 <s> SIX OH FIVE OH </s>	(-7127.653909904606)	[6]
lmw 1.0 insw 5.0 UTT-363	<s> eight five oh three eight </s>	->	 <s> OH OH </s>	(-4352.455239582236)	[5]
lmw 1.0 insw 5.0 UTT-364	<s> nine four oh oh </s>	->	 <s> OH OH </s>	(-3564.9977619242477)	[3]
lmw 1.0 insw 5.0 UTT-365	<s> oh </s>	->	 <s> OH </s>	(-1565.130621906579)	[1]
lmw 1.0 insw 5.0 UTT-366	<s> zero </s>	->	 <s> OH </s>	(-1919.9553451417585)	[2]
lmw 1.0 insw 5.0 UTT-367	<s> one zero five </s>	->	 <s> SIX </s>	(-4500.345997163871)	[4]
lmw 1.0 insw 5.0 UTT-368	<s> three two seven seven zero three zero </s>	->	 <s> SIX </s>	(-9271.221228232094)	[8]
lmw 1.0 insw 5.0 UTT-369	<s> four four five </s>	->	 <s> OH </s>	(-3771.587673601903)	[4]
lmw 1.0 insw 5.0 UTT-370	<s> five four five </s>	->	 <s> SIX OH SIX </s>	(-5390.774119734118)	[4]
lmw 1.0 insw 5.0 UTT-371	<s> six eight one </s>	->	 <s> SIX SIX </s>	(-3832.9952556857033)	[3]
lmw 1.0 insw 5.0 UTT-372	<s> seven </s>	->	 <s> SIX </s>	(-2316.505299902086)	[2]
lmw 1.0 insw 5.0 UTT-373	<s> eight </s>	->	 <s> SIX </s>	(-2105.41468745498)	[2]
lmw 1.0 insw 5.0 UTT-374	<s> nine zero </s>	->	 <s> SIX </s>	(-3103.545460804264)	[3]
lmw 1.0 insw 5.0 UTT-375	<s> zero one two nine five </s>	->	 <s> SIX OH </s>	(-5894.797865478566)	[6]
lmw 1.0 insw 5.0 UTT-376	<s> one three eight three </s>	->	 <s> SIX </s>	(-3968.3599569390594)	[5]
lmw 1.0 insw 5.0 UTT-377	<s> two seven seven </s>	->	 <s> SIX </s>	(-3355.391470727368)	[4]
lmw 1.0 insw 5.0 UTT-378	<s> three </s>	->	 <s> SIX </s>	(-2094.245701666096)	[2]
lmw 1.0 insw 5.0 UTT-379	<s> four five one </s>	->	 <s> SIX </s>	(-3048.219345594896)	[4]
lmw 1.0 insw 5.0 UTT-380	<s> five </s>	->	 <s> OH </s>	(-1574.933851903806)	[2]
lmw 1.0 insw 5.0 UTT-381	<s> six oh one oh seven </s>	->	 <s> SIX </s>	(-4835.972358448582)	[5]
lmw 1.0 insw 5.0 UTT-382	<s> eight two four seven six four nine </s>	->	 <s> OH </s>	(-5807.147308460839)	[8]
lmw 1.0 insw 5.0 UTT-383	<s> nine three five </s>	->	 <s> OH </s>	(-3056.566741956289)	[4]
lmw 1.0 insw 5.0 UTT-384	<s> oh six three four oh </s>	->	 <s> SIX OH </s>	(-4124.767538594199)	[4]
lmw 1.0 insw 5.0 UTT-385	<s> zero seven one </s>	->	 <s> SIX OH </s>	(-3249.238458230456)	[4]
lmw 1.0 insw 5.0 UTT-386	<s> one </s>	->	 <s> SIX </s>	(-1700.7895064157924)	[2]
lmw 1.0 insw 5.0 UTT-387	<s> two </s>	->	 <s> OH </s>	(-1416.4601663692267)	[2]
lmw 1.0 insw 5.0 UTT-388	<s> three zero </s>	->	 <s> SIX SIX </s>	(-3017.7985435676433)	[3]
lmw 1.0 insw 5.0 UTT-389	<s> five one oh </s>	->	 <s> OH </s>	(-2824.1253366186334)	[3]
lmw 1.0 insw 5.0 UTT-390	<s> six five </s>	->	 <s> OH </s>	(-2482.9762578026784)	[3]
lmw 1.0 insw 5.0 UTT-391	<s> seven five oh three two nine four </s>	->	 <s> OH FIVE OH </s>	(-5458.876265735387)	[6]
lmw 1.0 insw 5.0 UTT-392	<s> eight nine oh </s>	->	 <s> SIX </s>	(-2367.669978488516)	[4]
lmw 1.0 insw 5.0 UTT-393	<s> nine </s>	->	 <s> SIX </s>	(-2117.7796540343506)	[2]
lmw 1.0 insw 5.0 UTT-394	<s> oh </s>	->	 <s> OH </s>	(-1501.3930342571757)	[1]
lmw 1.0 insw 5.0 UTT-395	<s> zero zero three zero zero zero nine </s>	->	 <s> SIX </s>	(-5952.213662399336)	[8]
lmw 1.0 insw 5.0 UTT-396	<s> two two five </s>	->	 <s> OH </s>	(-2597.1864267026212)	[4]
lmw 1.0 insw 5.0 UTT-397	<s> three five three </s>	->	 <s> OH </s>	(-2975.5984101944546)	[4]
lmw 1.0 insw 5.0 UTT-398	<s> four seven </s>	->	 <s> SIX </s>	(-2795.9913521708213)	[3]
lmw 1.0 insw 5.0 UTT-399	<s> five eight one five nine </s>	->	 <s> SIX </s>	(-4614.157434734273)	[6]
lmw 1.0 insw 5.0 UTT-400	<s> six eight oh oh </s>	->	 <s> OH </s>	(-3834.1793381689395)	[4]
lmw 1.0 insw 5.0 UTT-401	<s> seven </s>	->	 <s> SIX </s>	(-1917.458489487381)	[2]
lmw 1.0 insw 5.0 UTT-402	<s> eight </s>	->	 <s> OH </s>	(-1829.733833164651)	[2]
lmw 1.0 insw 5.0 UTT-403	<s> oh two four three three </s>	->	 <s> OH </s>	(-4250.077579104412)	[5]
lmw 1.0 insw 5.0 UTT-404	<s> zero five seven nine seven zero two </s>	->	 <s> SIX SIX </s>	(-6312.365160214196)	[8]
lmw 1.0 insw 5.0 UTT-405	<s> one six two five </s>	->	 <s> SIX SIX OH FIVE </s>	(-5281.800368713742)	[3]
lmw 1.0 insw 5.0 UTT-406	<s> two </s>	->	 <s> SIX </s>	(-2290.304899706223)	[2]
lmw 1.0 insw 5.0 UTT-407	<s> three </s>	->	 <s> SIX </s>	(-1920.0111732068092)	[2]
lmw 1.0 insw 5.0 UTT-408	<s> four </s>	->	 <s> SIX </s>	(-2165.4578741051264)	[2]
lmw 1.0 insw 5.0 UTT-409	<s> five zero eight one </s>	->	 <s> SIX </s>	(-5062.042231611221)	[5]
lmw 1.0 insw 5.0 UTT-410	<s> seven two oh </s>	->	 <s> SIX OH </s>	(-4118.084793497477)	[3]
lmw 1.0 insw 5.0 UTT-411	<s> eight three </s>	->	 <s> SIX </s>	(-3187.782731686624)	[3]
lmw 1.0 insw 5.0 UTT-412	<s> nine four oh three oh four five </s>	->	 <s> SIX OH OH FIVE OH </s>	(-7493.68407780481)	[6]
lmw 1.0 insw 5.0 UTT-413	<s> oh eight eight oh oh nine oh </s>	->	 <s> OH SIX SIX OH FIVE SIX OH </s>	(-9082.954089554762)	[5]
lmw 1.0 insw 5.0 UTT-414	<s> zero </s>	->	 <s> SIX </s>	(-2045.584871542782)	[2]
lmw 1.0 insw 5.0 UTT-415	<s> one </s>	->	 <s> SIX </s>	(-1944.9829052440614)	[2]
lmw 1.0 insw 5.0 UTT-416	<s> two </s>	->	 <s> SIX </s>	(-1543.3670879149702)	[2]
lmw 1.0 insw 5.0 UTT-417	<s> four two oh nine two </s>	->	 <s> OH </s>	(-5302.036331459167)	[5]
lmw 1.0 insw 5.0 UTT-418	<s> five four one four eight oh seven </s>	->	 <s> SIX </s>	(-6562.562662467362)	[8]
lmw 1.0 insw 5.0 UTT-419	<s> six seven six three seven nine one </s>	->	 <s> SIX SIX SIX </s>	(-6825.081369672557)	[6]
lmw 1.0 insw 5.0 UTT-420	<s> seven </s>	->	 <s> SIX </s>	(-1863.9083087622332)	[2]
lmw 1.0 insw 5.0 UTT-421	<s> eight eight </s>	->	 <s> OH </s>	(-2232.4891065105367)	[3]
lmw 1.0 insw 5.0 UTT-422	<s> nine oh six </s>	->	 <s> SIX </s>	(-3627.842937025974)	[3]
lmw 1.0 insw 5.0 UTT-423	<s> oh oh one nine oh </s>	->	 <s> SIX </s>	(-5271.534558205891)	[6]
lmw 1.0 insw 5.0 UTT-424	<s> one three nine three </s>	->	 <s> SIX </s>	(-4080.8335094869635)	[5]
lmw 1.0 insw 5.0 UTT-425	<s> two four zero </s>	->	 <s> SIX </s>	(-2942.906807089578)	[4]
lmw 1.0 insw 5.0 UTT-426	<s> three six six four four </s>	->	 <s> SIX SIX SIX SIX </s>	(-4984.1570622050895)	[4]
lmw 1.0 insw 5.0 UTT-427	<s> four </s>	->	 <s> SIX </s>	(-1875.9688490377573)	[2]
lmw 1.0 insw 5.0 UTT-428	<s> five nine eight nine seven five four </s>	->	 <s> SIX SIX </s>	(-7863.632755442171)	[8]
lmw 1.0 insw 5.0 UTT-429	<s> six </s>	->	 <s> SIX </s>	(-2002.9285507980574)	[1]
lmw 1.0 insw 5.0 UTT-430	<s> seven </s>	->	 <s> SIX </s>	(-1845.7937696393715)	[2]
lmw 1.0 insw 5.0 UTT-431	<s> nine two two four one two one </s>	->	 <s> SIX SIX </s>	(-6393.33874785415)	[8]
lmw 1.0 insw 5.0 UTT-432	<s> oh six </s>	->	 <s> OH SIX </s>	(-2793.8044411823425)	[1]
lmw 1.0 insw 5.0 UTT-433	<s> zero six </s>	->	 <s> SIX SIX </s>	(-2780.3524717852883)	[2]
lmw 1.0 insw 5.0 UTT-434	<s> one </s>	->	 <s> OH </s>	(-2631.089993573017)	[2]
lmw 1.0 insw 5.0 UTT-435	<s> two eight </s>	->	 <s> SIX </s>	(-2341.6388550730017)	[3]
lmw 1.0 insw 5.0 UTT-436	<s> three oh four one </s>	->	 <s> OH OH </s>	(-4310.65467286866)	[4]
lmw 1.0 insw 5.0 UTT-437	<s> four oh five oh oh </s>	->	 <s> OH OH OH </s>	(-4700.232713311395)	[3]
lmw 1.0 insw 5.0 UTT-438	<s> six three four </s>	->	 <s> SIX OH </s>	(-3356.034887596069)	[3]
lmw 1.0 insw 5.0 UTT-439	<s> seven three six one eight four five </s>	->	 <s> SIX SIX SIX OH </s>	(-6857.441600909631)	[7]
lmw 1.0 insw 5.0 UTT-440	<s> eight seven six </s>	->	 <s> SIX SIX SIX </s>	(-3885.1483318026353)	[3]
lmw 1.0 insw 5.0 UTT-441	<s> nine </s>	->	 <s> OH </s>	(-2347.7938928903077)	[2]
lmw 1.0 insw 5.0 UTT-442	<s> oh </s>	->	 <s> OH OH </s>	(-2032.8206074390991)	[2]
lmw 1.0 insw 5.0 UTT-443	<s> zero </s>	->	 <s> SIX </s>	(-2282.032832036274)	[2]
lmw 1.0 insw 5.0 UTT-444	<s> one </s>	->	 <s> SIX </s>	(-2007.5031989684603)	[2]
lmw 1.0 insw 5.0 UTT-445	<s> three two zero </s>	->	 <s> SIX SIX </s>	(-4043.520686458235)	[4]
lmw 1.0 insw 5.0 UTT-446	<s> four four six oh eight oh six </s>	->	 <s> SIX SIX SIX OH OH OH FIVE SIX </s>	(-8598.288318636369)	[5]
lmw 1.0 insw 5.0 UTT-447	<s> five six three one nine three oh </s>	->	 <s> OH OH SIX SIX OH </s>	(-7946.300357431945)	[7]
lmw 1.0 insw 5.0 UTT-448	<s> six nine four </s>	->	 <s> SIX SIX OH </s>	(-3809.603055013076)	[3]
lmw 1.0 insw 5.0 UTT-449	<s> seven </s>	->	 <s> OH </s>	(-2173.6251872676867)	[2]
lmw 1.0 insw 5.0 UTT-450	<s> eight </s>	->	 <s> SIX </s>	(-2176.094022598696)	[2]
lmw 1.0 insw 5.0 UTT-451	<s> nine oh seven </s>	->	 <s> OH FIVE </s>	(-3864.6948421050492)	[3]
lmw 1.0 insw 5.0 UTT-452	<s> zero four two three </s>	->	 <s> SIX SIX SIX OH </s>	(-4819.390036358477)	[5]
lmw 1.0 insw 5.0 UTT-453	<s> one two nine seven eight seven zero </s>	->	 <s> SIX OH OH SIX SIX </s>	(-6361.523588083628)	[8]
lmw 1.0 insw 5.0 UTT-454	<s> two eight eight </s>	->	 <s> OH </s>	(-2849.5249603701427)	[4]
lmw 1.0 insw 5.0 UTT-455	<s> three </s>	->	 <s> SIX </s>	(-1789.338491690461)	[2]
lmw 1.0 insw 5.0 UTT-456	<s> four </s>	->	 <s> SIX </s>	(-1661.7750301249011)	[2]
lmw 1.0 insw 5.0 UTT-457	<s> five </s>	->	 <s> OH </s>	(-1628.4460301588406)	[2]
lmw 1.0 insw 5.0 UTT-458	<s> six </s>	->	 <s> SIX </s>	(-2054.877975555419)	[1]
lmw 1.0 insw 5.0 UTT-459	<s> eight one three four </s>	->	 <s> SIX </s>	(-3437.247880618711)	[5]
lmw 1.0 insw 5.0 UTT-460	<s> nine one eight oh two </s>	->	 <s> SIX OH </s>	(-3992.5921424108674)	[5]
lmw 1.0 insw 5.0 UTT-461	<s> oh </s>	->	 <s> OH </s>	(-2070.222174281173)	[1]
lmw 1.0 insw 5.0 UTT-462	<s> zero six zero </s>	->	 <s> SIX SIX </s>	(-3257.3628003961385)	[3]
lmw 1.0 insw 5.0 UTT-463	<s> one </s>	->	 <s> SIX </s>	(-2068.0242726751467)	[2]
lmw 1.0 insw 5.0 UTT-464	<s> two oh </s>	->	 <s> OH </s>	(-2166.8616603006544)	[2]
lmw 1.0 insw 5.0 UTT-465	<s> three oh </s>	->	 <s> OH </s>	(-2041.0046423475465)	[2]
lmw 1.0 insw 5.0 UTT-466	<s> five one six zero three four zero </s>	->	 <s> SIX SIX OH OH </s>	(-6718.112301488084)	[7]
lmw 1.0 insw 5.0 UTT-467	<s> six three oh oh </s>	->	 <s> SIX OH </s>	(-3695.7582829923654)	[3]
lmw 1.0 insw 5.0 UTT-468	<s> seven five </s>	->	 <s> OH </s>	(-3014.8451709505816)	[3]
lmw 1.0 insw 5.0 UTT-469	<s> eight nine </s>	->	 <s> OH </s>	(-2584.883258699827)	[3]
lmw 1.0 insw 5.0 UTT-470	<s> nine nine seven </s>	->	 <s> SIX </s>	(-3490.027537024845)	[4]
lmw 1.0 insw 5.0 UTT-471	<s> oh </s>	->	 <s> OH </s>	(-2338.8434665441)	[1]
lmw 1.0 insw 5.0 UTT-472	<s> zero zero five four six </s>	->	 <s> SIX SIX SIX </s>	(-5916.017454515404)	[5]
lmw 1.0 insw 5.0 UTT-473	<s> two three seven one </s>	->	 <s> OH </s>	(-3944.4547894352277)	[5]
lmw 1.0 insw 5.0 UTT-474	<s> three two two two seven </s>	->	 <s> SIX SIX SIX </s>	(-5839.359317503884)	[6]
lmw 1.0 insw 5.0 UTT-475	<s> four seven three two oh one one </s>	->	 <s> SIX </s>	(-6469.69917106449)	[8]
lmw 1.0 insw 5.0 UTT-476	<s> five nine two six </s>	->	 <s> SIX </s>	(-4167.094114431654)	[4]
lmw 1.0 insw 5.0 UTT-477	<s> six </s>	->	 <s> SIX </s>	(-2149.448710277062)	[1]
lmw 1.0 insw 5.0 UTT-478	<s> seven oh four oh nine seven nine </s>	->	 <s> SIX SIX </s>	(-7151.613872216013)	[8]
lmw 1.0 insw 5.0 UTT-479	<s> eight zero five eight </s>	->	 <s> SIX </s>	(-4587.883836500381)	[5]
lmw 1.0 insw 5.0 UTT-480	<s> oh two eight one three oh one </s>	->	 <s> SIX SIX </s>	(-6583.243763702094)	[8]
lmw 1.0 insw 5.0 UTT-481	<s> zero four </s>	->	 <s> SIX </s>	(-3182.7244536733556)	[3]
lmw 1.0 insw 5.0 UTT-482	<s> one seven eight eight zero four two </s>	->	 <s> SIX SIX OH </s>	(-6514.917161923227)	[8]
lmw 1.0 insw 5.0 UTT-483	<s> two three seven oh seven </s>	->	 <s> SIX FIVE </s>	(-4650.097371809274)	[6]
lmw 1.0 insw 5.0 UTT-484	<s> three </s>	->	 <s> SIX </s>	(-2212.3212571290182)	[2]
lmw 1.0 insw 5.0 UTT-485	<s> four oh one four </s>	->	 <s> SIX </s>	(-3730.618512364657)	[5]
lmw 1.0 insw 5.0 UTT-486	<s> five </s>	->	 <s> SIX </s>	(-1690.1352547791487)	[2]
lmw 1.0 insw 5.0 UTT-487	<s> seven three six </s>	->	 <s> SIX </s>	(-4232.609819893696)	[3]
lmw 1.0 insw 5.0 UTT-488	<s> eight five one seven two </s>	->	 <s> SIX </s>	(-4608.429363839798)	[6]
lmw 1.0 insw 5.0 UTT-489	<s> nine six one </s>	->	 <s> OH </s>	(-2851.467770705635)	[4]
lmw 1.0 insw 5.0 UTT-490	<s> oh </s>	->	 <s> SIX </s>	(-1976.8700442840495)	[2]
lmw 1.0 insw 5.0 UTT-491	<s> zero </s>	->	 <s> SIX </s>	(-1881.9964653796853)	[2]
lmw 1.0 insw 5.0 UTT-492	<s> one </s>	->	 <s> SIX </s>	(-1795.3866565344879)	[2]
lmw 1.0 insw 5.0 UTT-493	<s> two oh two nine </s>	->	 <s> OH OH </s>	(-4663.983598337601)	[4]
lmw 1.0 insw 5.0 UTT-494	<s> four one three </s>	->	 <s> SIX </s>	(-3326.9536890985037)	[4]
lmw 1.0 insw 5.0 UTT-495	<s> five two four </s>	->	 <s> SIX SIX </s>	(-3098.0079004921454)	[4]
lmw 1.0 insw 5.0 UTT-496	<s> six seven nine five </s>	->	 <s> SIX OH OH </s>	(-5330.4185492104025)	[4]
lmw 1.0 insw 5.0 UTT-497	<s> seven nine seven </s>	->	 <s> SIX </s>	(-3454.491719938906)	[4]
lmw 1.0 insw 5.0 UTT-498	<s> eight nine four </s>	->	 <s> OH </s>	(-3295.7091762819095)	[4]
lmw 1.0 insw 5.0 UTT-499	<s> nine zero nine </s>	->	 <s> SIX </s>	(-3417.6242735243977)	[4]
lmw 1.0 insw 5.0 UTT-500	<s> oh oh </s>	->	 <s> OH </s>	(-2675.2361710964683)	[2]
lmw 1.0 insw 5.0 UTT-501	<s> one three nine oh </s>	->	 <s> OH </s>	(-2944.2679231737666)	[4]
lmw 1.0 insw 5.0 UTT-502	<s> two seven oh six five seven one </s>	->	 <s> OH </s>	(-5630.810894829003)	[7]
lmw 1.0 insw 5.0 UTT-503	<s> three </s>	->	 <s> SIX </s>	(-1604.6144304402328)	[2]
lmw 1.0 insw 5.0 UTT-504	<s> four six two five </s>	->	 <s> OH </s>	(-3429.896325485845)	[5]
lmw 1.0 insw 5.0 UTT-505	<s> five oh two one seven </s>	->	 <s> OH FIVE </s>	(-3953.3754871818574)	[5]
lmw 1.0 insw 5.0 UTT-506	<s> six zero eight zero zero six four </s>	->	 <s> SIX </s>	(-6470.357424778091)	[7]
lmw 1.0 insw 5.0 UTT-507	<s> eight three six nine two </s>	->	 <s> OH </s>	(-4188.769347073727)	[6]
lmw 1.0 insw 5.0 UTT-508	<s> nine four four three </s>	->	 <s> OH </s>	(-3698.135756889137)	[5]
lmw 1.0 insw 5.0 UTT-509	<s> oh seven eight nine </s>	->	 <s> OH </s>	(-2796.970700464662)	[4]
lmw 1.0 insw 5.0 UTT-510	<s> zero eight seven seven </s>	->	 <s> FIVE </s>	(-3599.4231647966926)	[5]
lmw 1.0 insw 5.0 UTT-511	<s> one </s>	->	 <s> OH </s>	(-1511.360487307035)	[2]
lmw 1.0 insw 5.0 UTT-512	<s> two oh one five oh </s>	->	 <s> OH OH OH FIVE </s>	(-4369.902651143195)	[4]
lmw 1.0 insw 5.0 UTT-513	<s> three </s>	->	 <s> SIX </s>	(-1497.5545410912746)	[2]
lmw 1.0 insw 5.0 UTT-514	<s> five three seven six eight six nine </s>	->	 <s> OH OH </s>	(-5676.183358900394)	[8]
lmw 1.0 insw 5.0 UTT-515	<s> six two six oh </s>	->	 <s> SIX SIX OH </s>	(-4168.789901167284)	[2]
lmw 1.0 insw 5.0 UTT-516	<s> seven seven six four two one four </s>	->	 <s> SIX SIX </s>	(-6630.845756983296)	[7]
lmw 1.0 insw 5.0 UTT-517	<s> eight </s>	->	 <s> SIX </s>	(-1501.2406985113378)	[2]
lmw 1.0 insw 5.0 UTT-518	<s> nine </s>	->	 <s> OH </s>	(-1942.6762136150473)	[2]
lmw 1.0 insw 5.0 UTT-519	<s> oh </s>	->	 <s> OH FIVE </s>	(-2164.347314695012)	[2]
lmw 1.0 insw 5.0 UTT-520	<s> zero </s>	->	 <s> FIVE </s>	(-1911.061875845357)	[2]
lmw 1.0 insw 5.0 UTT-521	<s> two one four nine </s>	->	 <s> SIX </s>	(-3326.759256196033)	[5]
lmw 1.0 insw 5.0 UTT-522	<s> three two oh two </s>	->	 <s> OH SIX THREE </s>	(-3993.7622753678097)	[5]
lmw 1.0 insw 5.0 UTT-523	<s> four three zero eight three </s>	->	 <s> SIX </s>	(-4346.556671033619)	[6]
lmw 1.0 insw 5.0 UTT-524	<s> five nine three five six </s>	->	 <s> SIX SIX </s>	(-4565.713458168514)	[5]
lmw 1.0 insw 5.0 UTT-525	<s> six </s>	->	 <s> SIX </s>	(-2576.717366426825)	[1]
lmw 1.0 insw 5.0 UTT-526	<s> seven oh </s>	->	 <s> SIX </s>	(-2027.4800058620683)	[3]
lmw 1.0 insw 5.0 UTT-527	<s> nine two seven eight </s>	->	 <s> SIX </s>	(-2972.10917212223)	[5]
lmw 1.0 insw 5.0 UTT-528	<s> oh five nine </s>	->	 <s> OH </s>	(-3296.5030722336255)	[3]
lmw 1.0 insw 5.0 UTT-529	<s> zero seven nine six two </s>	->	 <s> SIX </s>	(-4366.503842125957)	[5]
lmw 1.0 insw 5.0 UTT-530	<s> one five zero zero two seven seven </s>	->	 <s> SIX OH </s>	(-5304.470915858298)	[8]
lmw 1.0 insw 5.0 UTT-531	<s> two </s>	->	 <s> FIVE </s>	(-1546.1374143227672)	[2]
lmw 1.0 insw 5.0 UTT-532	<s> three oh seven nine </s>	->	 <s> FIVE </s>	(-3236.535383094587)	[5]
lmw 1.0 insw 5.0 UTT-533	<s> four </s>	->	 <s> OH </s>	(-1865.0990587851902)	[2]
lmw 1.0 insw 5.0 UTT-534	<s> five oh three eight five two three </s>	->	 <s> FIVE </s>	(-5489.626542470617)	[7]
lmw 1.0 insw 5.0 UTT-535	<s> seven one zero </s>	->	 <s> FIVE </s>	(-3052.4582303887796)	[4]
lmw 1.0 insw 5.0 UTT-536	<s> eight three two seven eight two six </s>	->	 <s> SIX </s>	(-4964.1727801028655)	[7]
lmw 1.0 insw 5.0 UTT-537	<s> nine four two nine one </s>	->	 <s> OH </s>	(-4066.8336524227047)	[6]
lmw 1.0 insw 5.0 UTT-538	<s> oh six two nine three </s>	->	 <s> OH </s>	(-3772.050412646828)	[5]
lmw 1.0 insw 5.0 UTT-539	<s> zero </s>	->	 <s> FIVE </s>	(-1889.603778321772)	[2]
lmw 1.0 insw 5.0 UTT-540	<s> one </s>	->	 <s> SIX </s>	(-1729.0214962468426)	[2]
lmw 1.0 insw 5.0 UTT-541	<s> two zero six six </s>	->	 <s> SIX </s>	(-2985.845907234445)	[4]
lmw 1.0 insw 5.0 UTT-542	<s> four one six seven four seven eight </s>	->	 <s> SIX OH </s>	(-7144.640507335402)	[7]
lmw 1.0 insw 5.0 UTT-543	<s> five five one </s>	->	 <s> FIVE </s>	(-2398.5799416921795)	[3]
lmw 1.0 insw 5.0 UTT-544	<s> six eight two six five </s>	->	 <s> SIX OH </s>	(-3635.7015018404018)	[5]
lmw 1.0 insw 5.0 UTT-545	<s> seven seven eight </s>	->	 <s> OH </s>	(-3096.2172296170233)	[4]
lmw 1.0 insw 5.0 UTT-546	<s> eight nine six five three </s>	->	 <s> OH </s>	(-3947.981056176317)	[6]
lmw 1.0 insw 5.0 UTT-547	<s> nine </s>	->	 <s> FIVE </s>	(-1472.839775001517)	[2]
lmw 1.0 insw 5.0 UTT-548	<s> oh </s>	->	 <s> OH </s>	(-1424.24668655589)	[1]
lmw 1.0 insw 5.0 UTT-549	<s> one two nine </s>	->	 <s> OH </s>	(-2694.9548534249666)	[4]
lmw 1.0 insw 5.0 UTT-550	<s> two three seven eight six </s>	->	 <s> SIX SIX </s>	(-4298.071913218419)	[5]
lmw 1.0 insw 5.0 UTT-551	<s> three five nine three </s>	->	 <s> OH </s>	(-3964.346451096952)	[5]
lmw 1.0 insw 5.0 UTT-552	<s> four six </s>	->	 <s> SIX </s>	(-2934.666807714818)	[2]
lmw 1.0 insw 5.0 UTT-553	<s> five </s>	->	 <s> OH </s>	(-1781.7877615445)	[2]
lmw 1.0 insw 5.0 UTT-554	<s> six </s>	->	 <s> SIX </s>	(-2008.0553916460794)	[1]
lmw 1.0 insw 5.0 UTT-555	<s> seven zero six nine six one six </s>	->	 <s> SIX </s>	(-6788.282567805951)	[7]
lmw 1.0 insw 5.0 UTT-556	<s> nine two zero </s>	->	 <s> FIVE </s>	(-2952.547276520901)	[4]
lmw 1.0 insw 5.0 UTT-557	<s> oh four five six </s>	->	 <s> OH </s>	(-3733.310165965868)	[4]
lmw 1.0 insw 5.0 UTT-558	<s> zero four zero two </s>	->	 <s> FIVE </s>	(-3938.528113842536)	[5]
lmw 1.0 insw 5.0 UTT-559	<s> one eight oh seven oh </s>	->	 <s> OH OH </s>	(-3606.2510780096395)	[4]
lmw 1.0 insw 5.0 UTT-560	<s> two </s>	->	 <s> SIX </s>	(-1547.3848919021696)	[2]
lmw 1.0 insw 5.0 UTT-561	<s> three oh </s>	->	 <s> OH </s>	(-2069.7977516009837)	[2]
lmw 1.0 insw 5.0 UTT-562	<s> four </s>	->	 <s> OH </s>	(-1878.2841905557154)	[2]
lmw 1.0 insw 5.0 UTT-563	<s> six one two zero seven eight one </s>	->	 <s> SIX OH SIX </s>	(-6737.406326921836)	[7]
lmw 1.0 insw 5.0 UTT-564	<s> seven one oh one four </s>	->	 <s> SIX SIX </s>	(-4009.0845341546706)	[6]
lmw 1.0 insw 5.0 UTT-565	<s> eight four oh one six three six </s>	->	 <s> SIX OH SIX </s>	(-6511.0182491864325)	[6]
lmw 1.0 insw 5.0 UTT-566	<s> nine seven three seven zero </s>	->	 <s> SIX FIVE </s>	(-5179.099958259758)	[6]
lmw 1.0 insw 5.0 UTT-567	<s> oh </s>	->	 <s> OH </s>	(-1862.4379146926926)	[1]
lmw 1.0 insw 5.0 UTT-568	<s> zero </s>	->	 <s> OH </s>	(-1829.6284621779298)	[2]
lmw 1.0 insw 5.0 UTT-569	<s> one zero zero one three </s>	->	 <s> OH OH FIVE OH </s>	(-6393.019990735763)	[6]
lmw 1.0 insw 5.0 UTT-570	<s> three six nine seven nine </s>	->	 <s> FIVE </s>	(-4201.30275059009)	[6]
lmw 1.0 insw 5.0 UTT-571	<s> four one </s>	->	 <s> OH </s>	(-2224.055632289363)	[3]
lmw 1.0 insw 5.0 UTT-572	<s> five four five </s>	->	 <s> OH OH </s>	(-3771.9674205185065)	[4]
lmw 1.0 insw 5.0 UTT-573	<s> six six </s>	->	 <s> SIX </s>	(-2517.65802110867)	[2]
lmw 1.0 insw 5.0 UTT-574	<s> seven </s>	->	 <s> SIX </s>	(-2017.4553565077028)	[2]
lmw 1.0 insw 5.0 UTT-575	<s> eight </s>	->	 <s> SIX </s>	(-1706.4139635568463)	[2]
lmw 1.0 insw 5.0 UTT-576	<s> nine zero one eight </s>	->	 <s> OH OH </s>	(-3656.976847247081)	[5]
lmw 1.0 insw 5.0 UTT-577	<s> zero two six five </s>	->	 <s> OH SIX OH </s>	(-3756.1774057272005)	[4]
lmw 1.0 insw 5.0 UTT-578	<s> one four six three nine </s>	->	 <s> SIX OH </s>	(-4055.035017812923)	[5]
lmw 1.0 insw 5.0 UTT-579	<s> two five two </s>	->	 <s> SIX </s>	(-2628.9429769443)	[4]
